0.161 0.146  -0.284 0.204
-0.018 0.250  -0.195 -0.137
-0.296 0.416  0.057 -0.453
-0.069 0.290  -0.124 -0.187
-0.374 0.364  -0.008 -0.505
-0.380 0.209  -0.156 -0.479
-0.443 0.086  -0.285 -0.534
-0.245 0.270  -0.143 -0.371
-0.202 0.201  -0.216 -0.321
-0.453 0.209  -0.175 -0.557
-0.439 0.365  0.017 -0.598
0.046 0.245  -0.195 -0.100
-0.143 0.127  -0.285 -0.262
-0.529 0.209  -0.176 -0.664
-0.509 0.209  -0.164 -0.615
-0.508 0.210  -0.161 -0.632
-0.020 0.252  -0.195 -0.135
-0.061 0.252  -0.184 -0.198
-0.060 0.373  -0.064 -0.186
-0.531 0.291  -0.083 -0.690
-0.480 0.322  -0.040 -0.637
-0.296 0.364  -0.040 -0.411
-0.054 0.365  -0.069 -0.169
-0.374 0.169  -0.207 -0.466
-0.561 0.373  0.051 -0.746
-0.241 0.086  -0.319 -0.345
-0.017 0.446  -0.002 -0.156
-0.238 0.166  -0.250 -0.337
-0.091 0.405  -0.008 -0.229
-0.500 0.405  0.058 -0.672
-0.522 0.086  -0.302 -0.621
-0.549 0.252  -0.120 -0.698
-0.551 0.284  -0.091 -0.715
-0.549 0.169  -0.219 -0.655
0.009 0.365  -0.078 -0.126
-0.494 0.127  -0.250 -0.581
-0.549 0.209  -0.176 -0.675
-0.465 0.325  -0.048 -0.626
-0.187 0.419  0.003 -0.310
-0.279 0.291  -0.097 -0.403
-0.032 0.403  -0.034 -0.149
-0.411 0.250  -0.110 -0.540
-0.092 0.129  -0.308 -0.198
-0.453 0.118  -0.284 -0.551
-0.549 0.169  -0.187 -0.686
-0.540 0.291  -0.063 -0.683
-0.282 0.405  0.023 -0.407
-0.558 0.209  -0.155 -0.680
-0.324 0.169  -0.213 -0.407
-0.393 0.210  -0.161 -0.488
-0.179 0.367  -0.032 -0.293
-0.359 0.118  -0.293 -0.428
-0.465 0.086  -0.293 -0.545
-0.333 0.334  -0.032 -0.477
-0.025 0.127  -0.318 -0.144
-0.238 0.118  -0.308 -0.318
-0.126 0.210  -0.215 -0.235
-0.003 0.365  -0.075 -0.124
-0.310 0.322  -0.064 -0.419
-0.219 0.442  0.061 -0.357
-0.207 0.445  0.049 -0.331
-0.531 0.405  0.067 -0.678
-0.463 0.127  -0.239 -0.577
-0.380 0.129  -0.272 -0.456
-0.423 0.325  -0.049 -0.560
-0.508 0.209  -0.172 -0.617
-0.189 0.367  -0.026 -0.313
-0.195 0.252  -0.147 -0.316
-0.249 0.365  -0.008 -0.385
-0.305 0.351  -0.049 -0.419
-0.003 0.322  -0.124 -0.127
-0.084 0.282  -0.158 -0.193
-0.241 0.426  0.055 -0.377
-0.370 0.365  -0.005 -0.518
-0.321 0.127  -0.258 -0.408
-0.002 0.209  -0.218 -0.135
-0.453 0.252  -0.109 -0.595
-0.301 0.129  -0.262 -0.383
-0.538 0.330  -0.018 -0.686
-0.480 0.127  -0.261 -0.575
-0.393 0.285  -0.078 -0.522
-0.480 0.365  -0.003 -0.637
-0.425 0.127  -0.256 -0.517
-0.543 0.209  -0.172 -0.681
-0.103 0.262  -0.155 -0.215
0.015 0.408  -0.044 -0.121
-0.522 0.245  -0.124 -0.646
-0.072 0.291  -0.124 -0.204
-0.109 0.209  -0.219 -0.227
-0.483 0.324  -0.029 -0.623
-0.067 0.127  -0.313 -0.187
-0.457 0.127  -0.270 -0.538
-0.244 0.284  -0.132 -0.371
-0.538 0.373  0.026 -0.713
-0.430 0.405  0.055 -0.591
-0.110 0.209  -0.227 -0.213
-0.189 0.169  -0.252 -0.285
-0.178 0.086  -0.321 -0.285
-0.333 0.252  -0.127 -0.465
-0.152 0.367  -0.035 -0.282
-0.374 0.322  -0.064 -0.508
-0.268 0.127  -0.282 -0.364
-0.032 0.127  -0.314 -0.144
-0.103 0.446  0.057 -0.242
-0.086 0.403  -0.003 -0.206
-0.298 0.321  -0.046 -0.434
-0.100 0.405  -0.037 -0.212
-0.454 0.167  -0.233 -0.551
-0.301 0.360  -0.021 -0.423
-0.555 0.330  0.002 -0.736
-0.425 0.167  -0.236 -0.505
-0.543 0.405  0.057 -0.727
-0.465 0.322  -0.034 -0.626
-0.380 0.291  -0.075 -0.520
-0.425 0.127  -0.282 -0.512
0.006 0.284  -0.169 -0.118
-0.376 0.209  -0.169 -0.491
-0.296 0.086  -0.319 -0.382
-0.549 0.291  -0.063 -0.709
0.009 0.405  -0.035 -0.117
-0.206 0.405  0.000 -0.310
-0.037 0.322  -0.124 -0.153
-0.199 0.117  -0.310 -0.290
-0.239 0.158  -0.255 -0.341
-0.522 0.373  0.026 -0.683
-0.511 0.238  -0.140 -0.617
0.018 0.364  -0.078 -0.123
-0.003 0.291  -0.169 -0.124
-0.293 0.086  -0.321 -0.359
0.009 0.413  -0.021 -0.109
-0.212 0.302  -0.087 -0.325
-0.055 0.362  -0.087 -0.172
-0.058 0.403  -0.032 -0.189
-0.373 0.405  0.046 -0.505
-0.253 0.169  -0.227 -0.353
-0.465 0.127  -0.264 -0.561
-0.522 0.169  -0.195 -0.638
-0.357 0.210  -0.187 -0.453
-0.284 0.324  -0.081 -0.397
-0.118 0.400  -0.011 -0.235
-0.264 0.166  -0.247 -0.351
0.048 0.445  0.014 -0.087
-0.376 0.086  -0.313 -0.437
-0.337 0.160  -0.238 -0.419
-0.357 0.160  -0.253 -0.440
-0.322 0.169  -0.222 -0.411
-0.529 0.210  -0.152 -0.658
-0.244 0.287  -0.172 -0.110
-0.235 0.287  -0.115 -0.359
-0.465 0.405  0.046 -0.620
-0.190 0.318  -0.086 -0.313
-0.423 0.288  -0.075 -0.558
-0.422 0.124  -0.262 -0.517
-0.466 0.086  -0.319 -0.546
-0.552 0.169  -0.209 -0.673
-0.552 0.293  -0.049 -0.716
-0.387 0.209  -0.187 -0.485
0.026 0.445  -0.014 -0.095
-0.561 0.322  -0.038 -0.706
-0.184 0.250  -0.140 -0.287
-0.161 0.127  -0.281 -0.267
-0.049 0.244  -0.199 -0.161
-0.529 0.169  -0.218 -0.650
-0.296 0.287  -0.114 -0.400
-0.067 0.129  -0.308 -0.176
-0.411 0.169  -0.210 -0.514
-0.196 0.445  0.054 -0.342
-0.411 0.291  -0.084 -0.545
-0.591 0.290  -0.063 -0.733
-0.046 0.169  -0.253 -0.167
-0.522 0.210  -0.163 -0.646
-0.020 0.127  -0.321 -0.135
-0.371 0.394  0.012 -0.491
-0.430 0.321  -0.067 -0.541
-0.387 0.239  -0.150 -0.497
-0.296 0.325  -0.049 -0.426
-0.362 0.405  0.046 -0.505
-0.051 0.179  -0.242 -0.179
-0.385 0.272  -0.109 -0.511
-0.238 0.169  -0.249 -0.331
-0.558 0.252  -0.129 -0.683
-0.193 0.284  -0.127 -0.291
-0.097 0.325  -0.095 -0.224
-0.462 0.411  0.064 -0.623
-0.482 0.403  0.064 -0.643
-0.425 0.167  -0.207 -0.514
-0.373 0.127  -0.275 -0.462
-0.112 0.129  -0.301 -0.218
-0.069 0.405  -0.012 -0.193
-0.025 0.445  0.025 -0.153
-0.376 0.143  -0.238 -0.463
-0.002 0.132  -0.313 -0.138
-0.087 0.368  -0.063 -0.204
-0.209 0.364  -0.051 -0.325
-0.469 0.397  0.044 -0.615
-0.348 0.362  -0.002 -0.468
-0.066 0.249  -0.163 -0.199
-0.531 0.209  -0.164 -0.664
-0.394 0.252  -0.120 -0.525
-0.453 0.087  -0.296 -0.528
-0.465 0.373  0.031 -0.624
-0.201 0.086  -0.319 -0.308
-0.531 0.169  -0.195 -0.652
-0.287 0.374  0.011 -0.422
-0.060 0.138  -0.296 -0.189
-0.044 0.405  -0.035 -0.179
-0.549 0.282  -0.083 -0.698
-0.420 0.206  -0.173 -0.540
-0.500 0.169  -0.221 -0.598
-0.146 0.285  -0.138 -0.270
-0.502 0.287  -0.069 -0.655
0.011 0.331  -0.110 -0.114
-0.106 0.249  -0.160 -0.232
0.002 0.209  -0.252 -0.133
-0.143 0.287  -0.126 -0.273
-0.245 0.291  -0.083 -0.365
-0.245 0.249  -0.219 -0.104
-0.091 0.241  -0.175 -0.222
-0.571 0.284  -0.091 -0.723
-0.032 0.285  -0.156 -0.152
-0.067 0.365  -0.074 -0.204
-0.525 0.124  -0.239 -0.615
